stamp,postal agency,date,department,starred hour,collection,stamp type,quality,manual,year,month,day,img_name,dep_name,town_name
FI-0970-1217_cls1_0,,XXXX-XX-XXTXX:XX,VOSGES,False,,date stamp,poor,False,,,,FI-0970-1217,,
FI-0970-2788_cls1_0,,190X-12-02TXX:XX,,False,,date stamp,poor,False,,12.0,2.0,FI-0970-2788,,
FI-0970-1229_cls1_0,SAINT-DIE,1919-09-X6TXX:XX,VOSGES,False,5E,date stamp,mediocre,False,1919.0,9.0,,FI-0970-1229,Vosges,Saint-Dié-des-Vosges
FI-0970-2789_cls1_0,,1908-XX-15TXX:XX,,False,,date stamp,poor,False,1908.0,,15.0,FI-0970-2789,,
FI-0970-1231_cls1_0,EPINAL,1906-02-17T09:10,VOSGES,False,,date stamp,good,True,1906.0,2.0,17.0,FI-0970-1231,Vosges,Épinal
FI-0970-2795_cls1_0,,19XX-XX-XXTXX:XX,,False,,date stamp,poor,False,,,,FI-0970-2795,,
FI-0970-2796_cls1_0,PARIS 12,1905-11-05TXX:XX,,False,5E,date stamp,mediocre,False,1905.0,11.0,5.0,FI-0970-2796,Paris,
FI-0970-1232_cls1_0,EPINAL,1910-05-05TXX:50,VOSGES,True,,date stamp,mediocre,False,1910.0,5.0,5.0,FI-0970-1232,Vosges,Épinal
FI-0970-1244_cls1_0,,1906-05-19TXX:X0,VOSGES,False,,date stamp,mediocre,False,1906.0,5.0,19.0,FI-0970-1244,,
FI-0970-2796_cls1_1,,1906-XX-02T05:XX,,True,,date stamp,mediocre,False,1906.0,,2.0,FI-0970-2796,,
FI-0970-2812_cls1_0,NANCY,1920-06-25T15:30,MTHE ET MLLE,False,,date stamp,mediocre,False,1920.0,6.0,25.0,FI-0970-2812,Meurthe-et-Moselle,
FI-0970-2822_cls1_0,CHARLEVILLE,1908-04-11TXX:XX,C^TES-DU-NORD,False,6E,date stamp,mediocre,False,1908.0,4.0,11.0,FI-0970-2822,Marne,
FI-0970-2824_cls1_0,,XXXX-XX-XXTXX:XX,,False,,date stamp,poor,False,,,,FI-0970-2824,,
FI-0970-1259_cls1_0,GERARDMER,XXXX-06-15TXX:XX,VOSGES,False,5E,date stamp,poor,True,,6.0,15.0,FI-0970-1259,Vosges,Gérardmer
FI-0970-2835_cls1_0,GARE D'EAU,1935-07-17T13:XX,,False,,date stamp,poor,False,1935.0,7.0,17.0,FI-0970-2835,Mayenne,
FI-0970-2839_cls1_0,,XXXX-06-04TXX:XX,MARNE ET LOIRE,False,,date stamp,poor,False,,6.0,4.0,FI-0970-2839,,
FI-0970-1283_cls1_0,GERARDMER,1908-08-05T06:XX,VOSGES,True,,date stamp,mediocre,True,1908.0,8.0,5.0,FI-0970-1283,Vosges,Gérardmer
FI-0970-2842_cls1_0,,1940-05-15T14:00,,False,,date stamp,poor,False,1940.0,5.0,15.0,FI-0970-2842,,
FI-0970-1285_cls1_0,LA SCHLUCHT,1908-08-31TXX:31,VOSGES,False,,date stamp,mediocre,False,1908.0,8.0,31.0,FI-0970-1285,,
FI-0970-2843_cls1_0,,1910-11-05T10:30,,False,,date stamp,mediocre,False,1910.0,11.0,5.0,FI-0970-2843,,
FI-0970-2850_cls1_0,,XXXX-XX-XXTXX:XX,,False,,date stamp,poor,False,,,,FI-0970-2850,,
FI-0970-1296_cls1_0,,1911-08-02TXX:XX,CHARENTE,False,,date stamp,poor,False,1911.0,8.0,2.0,FI-0970-1296,,
FI-0970-2850_cls1_1,,XXXX-XX-XXTXX:XX,,False,,date stamp,poor,False,,,,FI-0970-2850,,
FI-0970-1297_cls1_0,,1905-10-25T13:XX,MARNE,False,,date stamp,mediocre,False,1905.0,10.0,25.0,FI-0970-1297,,
FI-0970-2853_cls1_0,,XXXX-XX-XXTXX:XX,,False,,,poor,False,,,,FI-0970-2853,,
FI-0970-1298_cls1_0,GERARDMER,1909-09-01TXX:21,VOSGES,True,,date stamp,mediocre,False,1909.0,9.0,1.0,FI-0970-1298,Vosges,Gérardmer
FI-0970-2899_cls1_0,,XXXX-XX-XXTXX:XX,,False,,date stamp,poor,False,,,,FI-0970-2899,,
FI-0970-2908_cls1_0,,XXXX-XX-XXTXX:XX,,False,,,poor,False,,,,FI-0970-2908,,
FI-0970-2910_cls1_0,,XXXX-XX-XXTXX:XX,,False,,date stamp,poor,False,,,,FI-0970-2910,,
FI-0970-1309_cls1_0,,1920-08-17T14:XX,VOSGES,False,,date stamp,mediocre,False,1920.0,8.0,17.0,FI-0970-1309,,
FI-0970-2910_cls1_1,,XXXX-XX-XXTXX:XX,,False,,date stamp,poor,False,,,,FI-0970-2910,,
FI-0970-1315_cls1_0,GERARDMER,1907-08-30T10:XX,VOSGES,True,,date stamp,mediocre,True,1907.0,8.0,30.0,FI-0970-1315,Vosges,Gérardmer
FI-0970-2919_cls1_0,,XXXX-XX-XXTXX:XX,,False,,date stamp,poor,False,,,,FI-0970-2919,,
FI-0970-2922_cls1_0,,1931-05-17T0X:XX,,True,,date stamp,poor,False,1931.0,5.0,17.0,FI-0970-2922,,
FI-0970-2928_cls1_0,,XXXX-09-07T18:0X,,False,,date stamp,poor,False,,9.0,7.0,FI-0970-2928,,
FI-0970-2929_cls1_0,,1905-XX-20T23:50,,False,,date stamp,poor,False,1905.0,,20.0,FI-0970-2929,,
FI-0970-1342_cls1_0,BAR-LE-DUC,1909-04-X9TXX:XX,MEUSE,True,,date stamp,mediocre,False,1909.0,4.0,,FI-0970-1342,Meuse,Bar-le-Duc
FI-0970-2943_cls1_0,,XXXX-XX-XXTXX:XX,,False,,,poor,False,,,,FI-0970-2943,,
FI-0970-2951_cls1_0,,XXXX-XX-XXTXX:XX,,False,,date stamp,poor,False,,,,FI-0970-2951,,
FI-0970-1354_cls1_0,,1920-05-24TXX:25,VOSGES,False,,date stamp,mediocre,False,1920.0,5.0,24.0,FI-0970-1354,,
FI-0970-2954_cls1_1,,XXXX-XX-XXTXX:XX,,False,,,poor,False,,,,FI-0970-2954,,
FI-0970-2957_cls1_1,,1910-05-XXTXX:XX,MTHE ET MLLE,False,2E,date stamp,mediocre,False,1910.0,5.0,,FI-0970-2957,,
FI-0970-2958_cls1_0,DIJON A PARIS,1907-09-25T21:59,,False,,conveyor line stamp,mediocre,False,1907.0,9.0,25.0,FI-0970-2958,,
FI-0970-1358_cls1_0,EPINAL,1903-XX-XXTXX:XX,VOSGES,False,,date stamp,mediocre,False,1903.0,,,FI-0970-1358,Vosges,Épinal
FI-0970-2962_cls1_0,,19X5-07-23TXX:XX,,True,,date stamp,poor,False,,7.0,23.0,FI-0970-2962,,
FI-0970-2964_cls1_0,JOUY,1908-12-08TXX:XX,MTHE ET MLLE,True,,date stamp,mediocre,False,1908.0,12.0,8.0,FI-0970-2964,Yonne,
FI-0970-1358_cls1_2,,1906-XX-XXT11:XX,MARNE,False,,date stamp,poor,False,1906.0,,,FI-0970-1358,,
FI-0970-2969_cls1_0,,1905-02-10TXX:XX,,True,,date stamp,mediocre,False,1905.0,2.0,10.0,FI-0970-2969,,
FI-0970-2982_cls1_0,,XXXX-XX-XXTXX:XX,,False,,date stamp,poor,False,,,,FI-0970-2982,,
FI-0970-2983_cls1_0,,1909-09-21T19:XX,,True,,date stamp,mediocre,False,1909.0,9.0,21.0,FI-0970-2983,,
FI-0970-2985_cls1_0,,1913-XX-13TXX:XX,,True,,date stamp,poor,False,1913.0,,13.0,FI-0970-2985,,
FI-0970-1372_cls1_0,DIE A EPINAL,1910-04-29TXX:XX,VOSGES,True,,conveyor line stamp,good,False,1910.0,4.0,29.0,FI-0970-1372,,
FI-0970-1373_cls1_0,GERARDMER,XXXX-07-08TXX:XX,VOSGES,False,7E,date stamp,mediocre,True,,7.0,8.0,FI-0970-1373,Vosges,Gérardmer
FI-0970-2992_cls1_0,,1925-08-XXTXX:10,,False,,date stamp,mediocre,False,1925.0,8.0,,FI-0970-2992,,
FI-0970-2994_cls1_0,,1923-12-29T09:55,,False,,date stamp,mediocre,False,1923.0,12.0,29.0,FI-0970-2994,,
FI-0970-3000_cls1_1,,XXXX-XX-XXTXX:XX,MTHE ET MLLE,True,,date stamp,poor,False,,,,FI-0970-3000,,
FI-0970-3002_cls1_0,NANCY,1909-08-11T13:XX,MTHE ET MLLE,False,,date stamp,mediocre,False,1909.0,8.0,11.0,FI-0970-3002,Meurthe-et-Moselle,
FI-0970-3003_cls1_0,,XXXX-03-XXTXX:XX,,False,,date stamp,poor,False,,3.0,,FI-0970-3003,,
FI-0970-3026_cls1_0,,XXXX-XX-XXTXX:XX,,False,12E,date stamp,poor,False,,,,FI-0970-3026,,
FI-0970-1389_cls1_0,,1913-07-31TXX:XX,MARNE,True,,date stamp,mediocre,False,1913.0,7.0,31.0,FI-0970-1389,,
FI-0970-3030_cls1_0,NANCY,XXXX-08-20TXX:XX,MTHE ET MLLE,True,,date stamp,mediocre,False,,8.0,20.0,FI-0970-3030,Meurthe-et-Moselle,
FI-0970-3035_cls1_0,COLOMBEY-LES-BELLES,1906-08-12T20:XX,M ET M,True,,date stamp,mediocre,False,1906.0,8.0,12.0,FI-0970-3035,Meurthe-et-Moselle,
FI-0970-1399_cls1_0,GERARDMER,1912-07-06T11:50,VOSGES,False,,date stamp,good,False,1912.0,7.0,6.0,FI-0970-1399,Vosges,Gérardmer
FI-0970-3040_cls1_0,,XXXX-XX-XXTXX:XX,,False,,date stamp,poor,False,,,,FI-0970-3040,,
FI-0970-3044_cls1_0,,XXXX-XX-XXTXX:XX,,False,,date stamp,poor,False,,,,FI-0970-3044,,
FI-0970-1409_cls1_0,GERARDMER,1904-06-28T09:50,VOSGES,False,,date stamp,mediocre,False,1904.0,6.0,28.0,FI-0970-1409,Vosges,Gérardmer
FI-0970-3045_cls1_0,,XXXX-06-18TXX:08,,False,,date stamp,poor,False,,6.0,18.0,FI-0970-3045,,
FI-0970-3059_cls1_0,,XXXX-XX-XXTXX:XX,,False,,date stamp,poor,False,,,,FI-0970-3059,,
FI-0970-1412_cls1_0,EPERNAY,XXXX-06-XXT14:45,MARNE,False,,date stamp,mediocre,False,,6.0,,FI-0970-1412,Marne,Épernay
FI-0970-3059_cls1_1,,1913-XX-15TXX:XX,,False,,date stamp,poor,False,1913.0,,15.0,FI-0970-3059,,
FI-0970-3082_cls1_1,,XXXX-XX-XXTXX:XX,,False,,date stamp,poor,False,,,,FI-0970-3082,,
FI-0970-1414_cls1_0,GERARDMER,1903-08-29TXX:XX,VOSGES,True,,date stamp,mediocre,False,1903.0,8.0,29.0,FI-0970-1414,Vosges,Gérardmer
FI-0970-1415_cls1_0,EPINAL,XXXX-XX-XXTXX:XX,VOSGES,True,,date stamp,poor,False,,,,FI-0970-1415,Vosges,Épinal
FI-0970-3083_cls1_0,GERBEVILLER,1912-07-30T22:30,MTHE ET MLLE,False,,date stamp,mediocre,False,1912.0,7.0,30.0,FI-0970-3083,Meurthe-et-Moselle,
FI-0970-3087_cls1_1,PARIS-R.P,1924-07-14T14:XX,SEINE,False,,date stamp,mediocre,False,1924.0,7.0,14.0,FI-0970-3087,Paris,
FI-0970-1426_cls1_0,,190X-08-13TXX:XX,VOSGES,False,8E,date stamp,mediocre,False,,8.0,13.0,FI-0970-1426,,
FI-0970-3090_cls1_0,CHAMPIGNEULLES,1908-07-16T18:10,MTHE ET MLLE,False,,date stamp,good,False,1908.0,7.0,16.0,FI-0970-3090,Meurthe-et-Moselle,
FI-0970-3105_cls1_0,,1913-01-27T14:XX,,True,,date stamp,poor,False,1913.0,1.0,27.0,FI-0970-3105,,
FI-0970-3125_cls1_0,,XXXX-XX-XXTXX:XX,,False,,date stamp,poor,False,,,,FI-0970-3125,,
FI-0970-3132_cls1_0,,XXXX-04-6XT09:XX,,False,,date stamp,poor,False,,4.0,,FI-0970-3132,,
FI-0970-1431_cls1_0,GERARDMER,1908-09-03TXX:XX,VOSGES,False,4E,date stamp,mediocre,False,1908.0,9.0,3.0,FI-0970-1431,Vosges,Gérardmer
FI-0970-1432_cls1_0,GARE DE MTHE ET MLLE,XXXX-08-03T19:XX,MEURTHE ET MOSELLE,False,,date stamp,mediocre,False,,8.0,3.0,FI-0970-1432,,
FI-0970-3135_cls1_0,,1905-09-14T12:50,,False,,date stamp,poor,False,1905.0,9.0,14.0,FI-0970-3135,,
FI-0970-3147_cls1_0,,XXXX-XX-XXTXX:XX,,False,,date stamp,poor,False,,,,FI-0970-3147,,
FI-0970-1435_cls1_0,EPINAL,1908-XX-25TXX:XX,VOSGES,True,,date stamp,mediocre,False,1908.0,,25.0,FI-0970-1435,Vosges,Épinal
FI-0970-3151_cls1_0,MALZEVILLE,1905-04-X2T12:34,MTHE ET MLLE,False,,date stamp,mediocre,False,1905.0,4.0,,FI-0970-3151,Meurthe-et-Moselle,
FI-0970-3154_cls1_0,,XXXX-XX-XXTXX:XX,,False,,date stamp,poor,False,,,,FI-0970-3154,,
FI-0970-3160_cls1_0,,1906-XX-21TXX:XX,,True,,date stamp,mediocre,False,1906.0,,21.0,FI-0970-3160,,
FI-0970-3161_cls1_0,,XXXX-XX-XXTXX:XX,,False,,date stamp,poor,False,,,,FI-0970-3161,,
FI-0970-3161_cls1_1,,XXXX-XX-XXTXX:XX,,False,,date stamp,poor,False,,,,FI-0970-3161,,
FI-0970-1461_cls1_0,EPINAL,1905-09-09T21:05,VOSGES,False,,date stamp,mediocre,False,1905.0,9.0,9.0,FI-0970-1461,Vosges,Épinal
FI-0970-1463_cls1_0,TROYES,1904-07-12TXX:XX,AUBE,False,11E,date stamp,mediocre,False,1904.0,7.0,12.0,FI-0970-1463,Aube,Troyes
FI-0970-3168_cls1_0,,1956-05-15TXX:XX,,False,,date stamp,poor,False,1956.0,5.0,15.0,FI-0970-3168,,
FI-0970-3173_cls1_0,,XXXX-XX-XXTXX:XX,,False,,date stamp,poor,False,,,,FI-0970-3173,,
FI-0970-1464_cls1_0,GERARDMER,1906-07-11T10:XX,VOSGES,False,,date stamp,mediocre,False,1906.0,7.0,11.0,FI-0970-1464,Vosges,Gérardmer
FI-0970-1473_cls1_0,GERARDMER,1908-04-09T15:XX,VOSGES,False,,date stamp,mediocre,False,1908.0,4.0,9.0,FI-0970-1473,Vosges,Gérardmer
FI-0970-3178_cls1_0,CHATEAU-THIERRY,192X-XX-28TXX:10,,True,,date stamp,mediocre,False,,,28.0,FI-0970-3178,Aisne,
FI-0970-3182_cls1_1,,192X-03-29T21:XX,,True,,date stamp,mediocre,False,,3.0,29.0,FI-0970-3182,,
FI-0970-1474_cls1_0,PARIS,XXXX-XX-XXT00:55,PARIS,False,,date stamp,poor,False,,,,FI-0970-1474,Paris,Paris
FI-0970-1479_cls1_0,EPINAL,1918-11-02T12:25,VOSGES,False,,date stamp,mediocre,False,1918.0,11.0,2.0,FI-0970-1479,Vosges,Épinal
FI-0970-3185_cls1_0,,XXXX-XX-XXTXX:XX,,False,,date stamp,poor,False,,,,FI-0970-3185,,
FI-0970-3195_cls1_0,LA ROCHELLE-UCPS,1906-06-08T14:00,CHARENTE-INFRE,False,,date stamp,mediocre,False,1906.0,6.0,8.0,FI-0970-3195,,
FI-0970-1481_cls1_0,GERARDMER,1907-08-X5TXX:XX,VOSGES,False,,date stamp,mediocre,False,1907.0,8.0,,FI-0970-1481,Vosges,Gérardmer
FI-0970-1487_cls1_0,,1909-08-25T16:3X,VOSGES,False,18,date stamp,mediocre,False,1909.0,8.0,25.0,FI-0970-1487,,
FI-0970-3203_cls1_0,,XXXX-XX-XXTXX:XX,,False,,date stamp,poor,False,,,,FI-0970-3203,,
FI-0970-3209_cls1_0,,1929-XX-1XT21:30,,False,,date stamp,mediocre,False,1929.0,,,FI-0970-3209,,
FI-0970-1495_cls1_0,REIMS GARE,1905-XX-04TXX:XX,MARNE,True,,date stamp,poor,False,1905.0,,4.0,FI-0970-1495,Marne,Reims
FI-0970-3233_cls1_0,,1909-XX-XXTXX:XX,,False,,date stamp,poor,False,1909.0,,,FI-0970-3233,,
FI-0970-3250_cls1_0,,XXXX-09-25TXX:XX,,False,,date stamp,poor,False,,9.0,25.0,FI-0970-3250,,
FI-0970-3266_cls1_0,,192X-XX-1XT12:XX,,False,,date stamp,poor,False,,,,FI-0970-3266,,
FI-0970-1501_cls1_0,GÉRARDMER,1928-XX-16T15:XX,VOSGES,True,,date stamp,mediocre,False,1928.0,,16.0,FI-0970-1501,Vosges,Gérardmer
FI-0970-3277_cls1_0,PARIS,1907-10-05TXX:XX,SEINE,False,,date stamp,mediocre,False,1907.0,10.0,5.0,FI-0970-3277,Paris,
FI-0970-3277_cls1_1,NANCY,1910-XX-1XT15:XX,MTHE ET MLLE,False,,date stamp,poor,False,1910.0,,,FI-0970-3277,Meurthe-et-Moselle,
FI-0970-3283_cls1_0,,XXXX-XX-XXTXX:5X,,False,,date stamp,poor,False,,,,FI-0970-3283,,
FI-0970-3283_cls1_1,,XXXX-XX-XXTXX:XX,,False,,,poor,False,,,,FI-0970-3283,,
FI-0970-1511_cls1_0,,1907-07-20TXX:XX,MARNE,False,5E,date stamp,mediocre,False,1907.0,7.0,20.0,FI-0970-1511,,
FI-0970-3285_cls1_0,,XXXX-XX-XXTXX:XX,,False,,date stamp,poor,False,,,,FI-0970-3285,,
FI-0970-3293_cls1_0,,XXXX-XX-12TXX:XX,,False,,date stamp,poor,False,,,12.0,FI-0970-3293,,
FI-0970-1513_cls1_0,LA SCHLUCHT,1907-08-20T24:10,VOSGES,False,,date stamp,mediocre,False,1907.0,8.0,20.0,FI-0970-1513,,
FI-0970-1514_cls1_0,LAVELINE D GERARDMER,XXXX-06-25T09:35,VOSGES,False,,conveyor line stamp,mediocre,False,,6.0,25.0,FI-0970-1514,,
FI-0970-3297_cls1_0,,1906-06-06TXX:XX,COTES-DU-NORD,False,,date stamp,mediocre,False,1906.0,6.0,6.0,FI-0970-3297,,
FI-0970-1523_cls1_0,REVILLE,1907-04-16T22:45,MEUSE,False,,date stamp,good,False,1907.0,4.0,16.0,FI-0970-1523,,
FI-0970-3308_cls1_0,,XXXX-XX-XXTXX:XX,,False,,date stamp,poor,False,,,,FI-0970-3308,,
FI-0970-3308_cls1_1,,XXXX-XX-XXTXX:XX,,False,,,poor,False,,,,FI-0970-3308,,
FI-0970-1530_cls1_0,GERARDMER,1913-08-30T21:30,VOSGES,False,,date stamp,mediocre,False,1913.0,8.0,30.0,FI-0970-1530,Vosges,Gérardmer
FI-0970-3318_cls1_0,GARE D'UNION,1920-XX-XXTXX:XX,,False,,date stamp,mediocre,False,1920.0,,,FI-0970-3318,Haute-Garonne,
FI-0970-3323_cls1_0,,XXXX-XX-XXTXX:XX,,False,,date stamp,poor,False,,,,FI-0970-3323,,
FI-0970-3323_cls1_1,,XXXX-XX-XXTXX:XX,,False,,date stamp,poor,False,,,,FI-0970-3323,,
FI-0970-1539_cls1_0,VALENCIENNES,1914-07-16TXX:XX,NORD,True,,date stamp,poor,False,1914.0,7.0,16.0,FI-0970-1539,Nord,Valenciennes
FI-0970-3326_cls1_0,,XXXX-XX-XXTXX:XX,,False,,date stamp,poor,False,,,,FI-0970-3326,,
FI-0970-3335_cls1_0,,XXXX-XX-XXTXX:XX,,False,,date stamp,poor,False,,,,FI-0970-3335,,
FI-0970-3340_cls1_0,,1908-08-29TXX:XX,,False,,date stamp,poor,False,1908.0,8.0,29.0,FI-0970-3340,,
FI-0970-3358_cls1_0,NANCY GARE,XXXX-10-28T10:30,MTHE ET MLLE,False,,date stamp,poor,False,,10.0,28.0,FI-0970-3358,Meurthe-et-Moselle,
FI-0970-3358_cls1_1,VENTRON,192X-02-21T18:XX,,True,,date stamp,poor,False,,2.0,21.0,FI-0970-3358,Vosges,
FI-0970-3360_cls1_0,,XXXX-XX-XXTXX:XX,B D RHONE,True,,date stamp,poor,False,,,,FI-0970-3360,,
FI-0970-1567_cls1_0,EXCIDEUIL,1911-07-20TXX:XX,DORDOGNE,False,,date stamp,mediocre,False,1911.0,7.0,20.0,FI-0970-1567,Dordogne,Excideuil
FI-0970-3361_cls1_1,,XXXX-XX-XXTXX:XX,,False,,date stamp,poor,False,,,,FI-0970-3361,,
FI-0970-3366_cls1_1,,XXXX-XX-18TXX:XX,,False,,date stamp,poor,False,,,18.0,FI-0970-3366,,
FI-0970-1575_cls1_0,LAVELINE B RUPT,1913-08-31T05:20,VOSGES,False,,conveyor line stamp,good,False,1913.0,8.0,31.0,FI-0970-1575,,
FI-0970-3371_cls1_0,,XXXX-XX-XXTXX:XX,,False,,,poor,False,,,,FI-0970-3371,,
FI-0970-3375_cls1_0,,XXXX-XX-XXTXX:XX,,False,,date stamp,poor,False,,,,FI-0970-3375,,
FI-0970-1576_cls1_0,,XXXX-XX-XXTXX:XX,VOSGES,False,,date stamp,poor,False,,,,FI-0970-1576,,
FI-0970-3376_cls1_0,,XXXX-XX-XXTXX:XX,,True,,date stamp,poor,False,,,,FI-0970-3376,,
FI-0970-3384_cls1_0,,XXXX-XX-XXTXX:XX,,False,,,poor,False,,,,FI-0970-3384,,
FI-0970-1586_cls1_0,LA SCHLUCHT,1904-09-05T21:10,VOSGES,False,,date stamp,good,False,1904.0,9.0,5.0,FI-0970-1586,,
FI-0970-3384_cls1_1,,XXXX-XX-XXTXX:XX,,False,,,poor,False,,,,FI-0970-3384,,
FI-0970-1587_cls1_0,BUSSANG,1907-05-20TXX:XX,VOSGES,False,,date stamp,mediocre,False,1907.0,5.0,20.0,FI-0970-1587,Vosges,Bussang
FI-0970-3388_cls1_0,BARE DE JUVELLE,1907-09-11T17:30,C. D'OR,False,,date stamp,good,False,1907.0,9.0,11.0,FI-0970-3388,,
FI-0970-3389_cls1_0,PARIS 56,XXXX-05-31TXX:XX,SEINE,False,,date stamp,mediocre,False,,5.0,31.0,FI-0970-3389,Paris,
FI-0970-3395_cls1_0,SOMME-CUISY,1912-12-26T11:20,,True,,date stamp,mediocre,False,1912.0,12.0,26.0,FI-0970-3395,,
FI-0970-3411_cls1_0,,XXXX-XX-XXTXX:XX,,False,,date stamp,poor,False,,,,FI-0970-3411,,
FI-0970-3420_cls1_0,,1915-XX-XXTXX:45,,False,,date stamp,poor,False,1915.0,,,FI-0970-3420,,
FI-0970-3424_cls1_0,HOLROYD HOUSE,XX10-XX-XXTXX:XX,,True,,date stamp,poor,False,1910.0,,,FI-0970-3424,,
FI-0970-3448_cls1_0,,XXXX-XX-XXTXX:XX,,False,,conveyor line stamp,poor,False,,,,FI-0970-3448,,
FI-0970-3452_cls1_0,,XXXX-XX-XXTXX:XX,,False,,,poor,False,,,,FI-0970-3452,,
FI-0970-3461_cls1_0,,XXXX-XX-XXTXX:XX,,False,,date stamp,poor,False,,,,FI-0970-3461,,
FI-0970-1611_cls1_0,BAINS LES BAINS,1904-06-21T23:30,VOSGES,False,,date stamp,mediocre,False,1904.0,6.0,21.0,FI-0970-1611,,
FI-0970-1613_cls1_0,MIRECOURT R. D'EPINAL,1912-06-7XT10:XX,VOSGES,False,,date stamp,mediocre,False,1912.0,6.0,,FI-0970-1613,Vosges,Mirecourt
FI-0970-3463_cls1_0,NANCY,1924-XX-15TXX:XX,MTHE ET MLLE,False,,date stamp,mediocre,False,1924.0,,15.0,FI-0970-3463,Meurthe-et-Moselle,
FI-0970-3466_cls1_1,GARE LUXEUIL S/SAONE,1908-08-18T11:XX,H. SAONE,True,,date stamp,mediocre,False,1908.0,8.0,18.0,FI-0970-3466,Côte-d'Or,
FI-0970-3486_cls1_0,,XXXX-XX-XXTXX:XX,,True,,date stamp,poor,False,,,,FI-0970-3486,,
FI-0970-3486_cls1_1,,XXXX-XX-XXTXX:XX,,False,,,poor,False,,,,FI-0970-3486,,
FI-0970-1623_cls1_0,PLOMBIERES LES BAINS,1907-07-13T14:35,VOSGES,False,,date stamp,good,False,1907.0,7.0,13.0,FI-0970-1623,Vosges,Plombières-les-Bains
FI-0970-3489_cls1_1,,XXXX-10-06TXX:XX,,False,,date stamp,poor,False,,10.0,6.0,FI-0970-3489,,
FI-0970-1627_cls1_0,,1907-07-29T16:XX,VOSGES,False,,date stamp,mediocre,False,1907.0,7.0,29.0,FI-0970-1627,,
FI-0970-3494_cls1_0,FIXME,1909-09-23T20:45,,False,,date stamp,mediocre,False,1909.0,9.0,23.0,FI-0970-3494,Moselle,
FI-0970-3501_cls1_0,LYON,XXXX-06-23T13:30,,False,,date stamp,mediocre,False,,6.0,23.0,FI-0970-3501,Rhône,
FI-0970-3514_cls1_0,,XXXX-XX-XXTXX:XX,,False,,,poor,False,,,,FI-0970-3514,,
FI-0970-3514_cls1_1,,XXXX-XX-XXTXX:XX,,False,,,poor,False,,,,FI-0970-3514,,
FI-0970-1643_cls1_0,CONTREXEVILLE S/BAINS,1907-08-06T18:55,VOSGES,False,,date stamp,mediocre,False,1907.0,8.0,6.0,FI-0970-1643,,
FI-0970-3526_cls1_0,,XXXX-XX-XXTXX:XX,,False,,,poor,False,,,,FI-0970-3526,,
FI-0970-1647_cls1_0,PLOMBIERES LES BAINS,1904-05-22TXX:XX,VOSGES,True,,date stamp,mediocre,False,1904.0,5.0,22.0,FI-0970-1647,Vosges,Plombières-les-Bains
FI-0970-3527_cls1_0,,XXXX-XX-30T08:XX,,False,,date stamp,poor,False,,,30.0,FI-0970-3527,,
FI-0970-1649_cls1_0,PLOMBIERES LES BAINS,1907-07-13T14:35,VOSGES,False,,date stamp,good,False,1907.0,7.0,13.0,FI-0970-1649,Vosges,Plombières-les-Bains
FI-0970-3533_cls1_0,,1908-01-20T17:XX,,True,,date stamp,mediocre,False,1908.0,1.0,20.0,FI-0970-3533,,
FI-0970-3543_cls1_0,,XXXX-XX-XXTXX:XX,,False,,date stamp,poor,False,,,,FI-0970-3543,,
FI-0970-3546_cls1_0,,XXXX-XX-XXTXX:XX,,False,,,poor,False,,,,FI-0970-3546,,
FI-0970-1663_cls1_0,,1907-08-07T14:25,MEURTHE ET MOSELLE,False,,date stamp,mediocre,False,1907.0,8.0,7.0,FI-0970-1663,,
FI-0970-3552_cls1_1,GONDREXON,XXXX-XX-XXTXX:XX,M ET M,True,,date stamp,poor,False,,,,FI-0970-3552,Meurthe-et-Moselle,
FI-0970-3553_cls1_0,,19XX-XX-25TXX:XX,,False,,date stamp,poor,False,,,25.0,FI-0970-3553,,
FI-0970-3561_cls1_0,,XXXX-XX-XXTXX:XX,,True,,date stamp,poor,False,,,,FI-0970-3561,,
FI-0970-1668_cls1_0,PLOMB/CLES LES BAINS,1913-04-15T16:40,VOSGES,False,,date stamp,mediocre,False,1913.0,4.0,15.0,FI-0970-1668,Vosges,Plombières-les-Bains
FI-0970-3563_cls1_0,,XXXX-XX-XXTXX:XX,,False,,date stamp,poor,False,,,,FI-0970-3563,,
FI-0970-3569_cls1_0,VILLERS-ALL,XXXX-XX-17TXX:13,,False,,date stamp,poor,False,,,17.0,FI-0970-3569,Seine-Maritime,
FI-0970-3592_cls1_0,NANCY,1907-08-XXTXX:XX,MTHE ET MLLE,True,,date stamp,mediocre,False,1907.0,8.0,,FI-0970-3592,Meurthe-et-Moselle,
FI-0970-3640_cls1_0,,XXXX-XX-XXTXX:XX,,False,,date stamp,poor,False,,,,FI-0970-3640,,
FI-0970-3661_cls1_0,,XXXX-XX-XXTXX:XX,,False,,date stamp,poor,False,,,,FI-0970-3661,,
FI-0970-1680_cls1_0,,1905-07-14TXX:XX,VOSGES,False,,date stamp,mediocre,False,1905.0,7.0,14.0,FI-0970-1680,,
FI-0970-3663_cls1_0,,XXXX-XX-XXTXX:XX,,False,,,poor,False,,,,FI-0970-3663,,
FI-0970-1681_cls1_0,,XXXX-XX-22TXX:XX,VOSGES,True,,date stamp,poor,False,,,22.0,FI-0970-1681,,
